Group,Sector,Project/Location,State,Year,Status,GOI_Support_Type,Support_Note,Modi_Era,Latitude,Longitude,Details,Source_URLs,Source_Note,Verification_Status,Last_Updated
Adani,Cement,Ambuja - Maratha,Maharashtra,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,19.96,79.3,"Chandrapur, 4 MTPA",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Darlaghat,Himachal Pradesh,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,31.08,76.87,"Solan, 2.5 MTPA",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Ropar,Punjab,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,30.97,76.53,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Sankrail,West Bengal,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,22.42,88.16,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Farakka,West Bengal,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,24.81,87.91,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Roorkee,Uttarakhand,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,29.8543,77.888,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Nalagarh,Himachal Pradesh,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,31.04,76.72,Clinker unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Bathinda,Punjab,2023,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,30.21,74.95,Grinding unit expansion,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Rajgangpur,Odisha,2023,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,22.38,84.62,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Bihar Greenfield,Bihar,2025,Under Construction,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,25.6,85.1,"6 MTPA, ₹1,600 Cr",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Ambuja - Tamil Nadu,Tamil Nadu,2025,Planned,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,11.5,78.0,"Part of ₹3,500 Cr MoU, 3 grinding units",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Wadi,Karnataka,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,17.06,76.99,"Gulbarga, 4.5 MTPA",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Kymore,Madhya Pradesh,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,24.04,80.59,4 MTPA,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Jamul,Chhattisgarh,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,21.21,81.42,4.4 MTPA,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Chaibasa,Jharkhand,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,22.55,85.81,2.3 MTPA,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Lakheri,Rajasthan,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,25.66,76.17,2.5 MTPA,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Gagal,Himachal Pradesh,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,32.0,76.25,"Bilaspur, 2.6 MTPA",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Sindri,Jharkhand,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,23.87,86.35,2.4 MTPA,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Tikaria,Uttar Pradesh,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,25.46,82.01,3.2 MTPA,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Kudithini,Karnataka,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,15.22,76.42,"Bellary, 2.8 MTPA",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Bargarh,Odisha,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,21.33,83.62,3.3 MTPA,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Madukkarai,Tamil Nadu,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,10.9,76.96,"Coimbatore, 2.1 MTPA",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Thondebhavi,Karnataka,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,13.58,77.56,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Vizag,Andhra Pradesh,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,17.72,83.23,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Damodhar,West Bengal,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,23.62,87.07,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Kundanganj,Uttar Pradesh,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,25.5,83.0,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Thane,Maharashtra,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,19.21,72.97,Grinding unit,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Chanda,Maharashtra,2022,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,19.95,79.29,"Chandrapur, 3 MTPA",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,ACC - Telangana Greenfield,Telangana,2025,Planned,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,17.8,79.0,"6 MTPA, ₹1,400 Cr MoU",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Sanghi Industries,Gujarat,2024,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,23.05,68.75,"Kutch, 6.6 MTPA, ₹5,000 Cr",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Penna Cement - Tandur,Telangana,2024,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,17.24,77.58,"₹10,422 Cr acquisition",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Penna Cement - Gannavaram,Andhra Pradesh,2024,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,16.53,80.55,Part of Penna deal,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Penna Cement - Jodhpur,Rajasthan,2024,Operational,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,26.28,73.02,Part of Penna deal,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,India Cements - stake,Tamil Nadu,2024,Stake Acquisition,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,10.93,79.14,"46.8% stake, ICL headquarters",https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Cement,Orient Cement - acquisition,Maharashtra,2025,Planned,Private Acquisition (No GOI),"Holcim/ACC acquisition 2022, private deals",Yes,19.0,73.0,Acquisition under discussion,https://www.adaniceramics.com/ | https://www.adanienterprises.com/investors | https://economictimes.indiatimes.com/topic/adani-group,Private market acquisition - verify via company filings and news reports,Pending independent verification,2026-01-12
Adani,Transmission,Mundra-Mohindergarh HVDC,Gujarat-Haryana,2015,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,22.8,75.0,"2,500 MW capacity, 990 km",https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Mundra-Delhi Line,Gujarat-Delhi,2016,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,25.0,74.0,Power evacuation,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Western Region Line,Maharashtra,2018,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,20.0,74.0,WRSS project,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,MP Transmission,Madhya Pradesh,2019,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,23.0,77.0,State grid,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Rajasthan Transmission,Rajasthan,2020,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,27.0,73.0,RE evacuation,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Chhattisgarh Transmission,Chhattisgarh,2020,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,21.5,82.0,State grid,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Mahan-Sipat,MP-Chhattisgarh,2024,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,22.5,82.0,Essar acquisition,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Khavda Evacuation Phase 1,Gujarat,2023,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,23.85,69.1,30 GW park evacuation,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Khavda Evacuation 7GW,Gujarat,2025,Under Construction,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,23.85,69.08,"AESL, 7 GW network",https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Bhadla-Fatehpur HVDC,Rajasthan-UP,2025,Awarded,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,27.0,79.0,"₹25,000 Cr, largest ever order",https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Warora-Kurnool Line,Maharashtra-AP,2021,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,18.0,78.0,Inter-regional,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,NRSS Transmission,Northern Region,2022,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,28.0,77.0,System strengthening,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,AEML Mumbai Network,Maharashtra,2021,Operational,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,19.08,72.88,3 million consumers,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Gujarat RE Evacuation,Gujarat,2024,Under Construction,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,23.0,70.0,Green hydrogen manufacturing,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,Transmission,Rajasthan Solar Corridor,Rajasthan,2024,Planned,Direct Govt Contract/PPP,"TBCB competitive bidding, acquired Reliance/L&T assets",Yes,26.5,72.0,Bhadla park evacuation,https://cea.nic.in/dashboard/ | https://www.adanitransmission.com/investor-relations | https://www.adani.com/investors,Government tender/PPP award - verify via respective ministry/authority website,Pending independent verification,2026-01-12
Adani,City Gas,Ahmedabad CGD,Gujarat,2004,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",No,23.0225,72.5714,First ATGL network,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Vadodara CGD,Gujarat,2006,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",No,22.3072,73.1812,Major Gujarat city,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Faridabad CGD,Haryana,2008,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",No,28.4089,77.3178,NCR region,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Khurja CGD,Uttar Pradesh,2010,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",No,28.25,77.85,UP expansion,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Prayagraj CGD,Uttar Pradesh,2012,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",No,25.4358,81.8463,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Chandigarh CGD,Chandigarh,2013,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",No,30.7333,76.7794,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Panipat CGD,Haryana,2014,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,29.3909,76.9635,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Udham Singh Nagar CGD,Uttarakhand,2014,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,28.95,79.5,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Daman CGD,Daman,2015,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,20.417,72.8508,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Dharwad CGD,Karnataka,2015,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,15.4589,75.0078,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Ernakulam CGD,Kerala,2015,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,9.9816,76.2999,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,South Goa CGD,Goa,2016,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,15.2993,74.124,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Bulandshahr CGD,Uttar Pradesh,2016,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,28.407,77.8498,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Haridwar CGD,Uttarakhand,2018,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,29.9457,78.1642,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,North Goa CGD,Goa,2019,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,15.4909,73.8278,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Kota CGD,Rajasthan,2019,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,25.2138,75.8648,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Bhopal CGD,Madhya Pradesh,2020,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,23.2599,77.4126,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Jabalpur CGD,Madhya Pradesh,2020,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,23.1815,79.9864,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Gwalior CGD,Madhya Pradesh,2020,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,26.2183,78.1828,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Ujjain CGD,Madhya Pradesh,2021,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,23.1765,75.7885,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Yavatmal CGD,Maharashtra,2021,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,20.3899,78.1307,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Parbhani CGD,Maharashtra,2021,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,19.2583,76.7676,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
Adani,City Gas,Nagpur CGD,Maharashtra,2021,Operational,Regulatory License (PNGRB/AAI/etc),"PNGRB CGD licenses, rounds 9-11 (2018-2022)",Yes,21.1458,79.0882,IOAGPL JV,https://pngrb.gov.in/eng-web/cngpng.html | https://www.adanitotalgas.com/investors | https://pngrb.gov.in/eng-web/authorization.html,Regulatory authorization - verify via PNGRB/AAI/DGCA records,Pending independent verification,2026-01-12
